time,VoltageBattery0,VoltageBattery1,VoltageBattery2,VoltageBattery3,VoltageBattery4,VoltageBattery5,VoltageBattery6,VoltageBattery7,VoltageBattery8,VoltageBattery9
0.0018789768219,3.87,3.87,3.92,4.02,3.92,4.03,4.19,3.98,4.35,4.46
